instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,day,month,year,atemp,hum,windspeed,casual,registered,cnt
477,21-01-2011,0,0,1,21,FALSE,5,0,-1.43881475,21,1,2011,-1.575919761,-1.040954184,0.6470428617608774,-0.712875467,-0.214310034,-0.29568928
478,21-01-2011,0,0,1,22,FALSE,5,0,-1.685007456,21,1,2011,-2.153552272,-0.869815369,1.5056691932466126,-0.554516387,-0.384585671,-0.437745224
479,21-01-2011,0,0,1,23,FALSE,5,0,-1.685007456,21,1,2011,-1.960584927,-1.040954184,1.015142954110743,-0.712875467,-0.512292399,-0.579801167
480,22-01-2011,0,0,1,0,FALSE,6,0,-1.931200162,22,1,2011,-2.153552272,-0.641630281,0.401368916197016,-0.712875467,-0.810274764,-0.863913054
481,22-01-2011,0,0,1,1,FALSE,6,1,-1.931200162,22,1,2011,-2.538217439,-0.869815369,1.5056691932466126,-0.237798226,-0.895412583,-0.88420676
482,22-01-2011,0,0,1,2,FALSE,6,1,-1.931200162,22,1,2011,-2.153552272,-0.869815369,0.401368916197016,-0.712875467,-0.852843674,-0.904500467
483,22-01-2011,0,0,1,3,FALSE,6,1,-1.931200162,22,1,2011,-2.153552272,-0.869815369,0.6470428617608774,-0.554516387,-0.959265947,-0.985675291
484,22-01-2011,0,0,1,4,FALSE,6,1,-2.177392868,22,1,2011,-2.345250094,-0.470491465,0.7694690085468815,-0.712875467,-1.023119311,-1.066850116
485,22-01-2011,0,0,1,6,FALSE,6,1,-2.177392868,22,1,2011,-2.153552272,-0.698676553,0.1565166226250073,-0.712875467,-1.044403766,-1.087143822
486,22-01-2011,0,0,1,7,FALSE,6,0,-2.177392868,22,1,2011,-2.345250094,-0.698676553,0.6470428617608774,-0.712875467,-0.916697038,-0.965381585
487,22-01-2011,0,0,1,8,FALSE,6,0,-2.177392868,22,1,2011,-2.538217439,-0.698676553,1.015142954110743,-0.554516387,-0.533576854,-0.579801167
488,22-01-2011,0,0,1,9,FALSE,6,0,-1.931200162,22,1,2011,-2.153552272,-0.869815369,0.401368916197016,-0.237798226,-0.299447852,-0.315982986
489,22-01-2011,0,0,1,10,FALSE,6,1,-1.931200162,22,1,2011,-1.768887105,-0.869815369,-0.334009617,-0.237798226,-0.022749942,-0.052164805
490,22-01-2011,0,0,1,11,FALSE,6,1,-1.685007456,22,1,2011,-1.575919761,-1.040954184,-0.579683562,-0.079439145,0.1688101502966649,0.1507722566683647
491,22-01-2011,0,0,1,12,FALSE,6,1,-1.685007456,22,1,2011,-1.191254594,-1.040954184,-0.824535856,0.8707153372676485,0.1900946049640823,0.2928282001754073
492,22-01-2011,0,0,1,13,FALSE,6,0,-1.43881475,22,1,2011,-0.42192426,-1.212093,-1.683162187,1.187433498110383,0.4455080609730916,0.5769400871894925
493,22-01-2011,0,0,1,14,FALSE,6,0,-1.192622044,22,1,2011,-0.806589427,-1.326185544,-0.824535856,1.0290744176890156,0.2752324236337521,0.3942967312518664
494,22-01-2011,0,0,1,15,FALSE,6,0,-0.946429337,22,1,2011,-0.614891604,-1.611416903,-1.683162187,0.8707153372676485,0.8924816089888578,0.9625205052800369
495,22-01-2011,0,0,1,16,FALSE,6,0,-0.946429337,22,1,2011,-0.806589427,-1.611416903,-0.089157323,1.0290744176890156,0.4455080609730916,0.5566463809742007
496,22-01-2011,0,0,1,17,FALSE,6,0,-0.946429337,22,1,2011,-0.037259093,-1.611416903,-1.683162187,0.5539971764249141,0.1688101502966649,0.2319470815295319
497,22-01-2011,0,0,1,18,FALSE,6,0,-1.43881475,22,1,2011,-1.384221938,-1.212093,-0.089157323,-0.712875467,0.0623878769595777,-0.031871099
498,22-01-2011,0,0,1,19,FALSE,6,0,-1.43881475,22,1,2011,-1.191254594,-1.212093,-0.579683562,0.2372790155821797,0.0411034222921602,0.0695974318071975
499,22-01-2011,0,0,1,20,FALSE,6,0,-1.685007456,22,1,2011,-1.575919761,-0.641630281,-0.334009617,-0.554516387,-0.15045667,-0.214514455
500,22-01-2011,0,0,1,21,FALSE,6,0,-1.685007456,22,1,2011,-1.191254594,-0.869815369,-0.946962002,-0.712875467,-0.256878943,-0.336276692
501,22-01-2011,0,0,1,22,FALSE,6,0,-1.685007456,22,1,2011,-0.614891604,-0.413445194,-1.683162187,0.3956380960035469,-0.597430218,-0.518920048
502,22-01-2011,0,0,1,23,FALSE,6,0,-1.931200162,22,1,2011,-1.575919761,0.0429249816430048,-0.824535856,-0.396157306,-0.42715458,-0.45803893
503,23-01-2011,0,0,1,0,FALSE,0,0,-1.931200162,23,1,2011,-1.575919761,0.0429249816430048,-0.824535856,-0.396157306,-0.661283582,-0.681269698
504,23-01-2011,0,0,1,1,FALSE,0,0,-1.931200162,23,1,2011,-1.575919761,0.0429249816430048,-0.824535856,-0.554516387,-0.831559219,-0.863913054
505,23-01-2011,0,0,1,2,FALSE,0,0,-2.177392868,23,1,2011,-1.768887105,0.3281563411444561,-0.579683562,-0.237798226,-0.767705855,-0.762444523
506,23-01-2011,0,0,1,3,FALSE,0,0,-2.177392868,23,1,2011,-1.768887105,0.3281563411444561,-0.579683562,-0.554516387,-1.001834856,-1.026262704
507,23-01-2011,0,0,1,5,FALSE,0,1,-1.931200162,23,1,2011,-1.575919761,0.0429249816430048,-0.824535856,-0.712875467,-1.023119311,-1.066850116
508,23-01-2011,0,0,1,6,FALSE,0,1,-1.931200162,23,1,2011,-1.575919761,0.0429249816430048,-0.824535856,-0.712875467,-1.06568822,-1.107437529
509,23-01-2011,0,0,1,7,FALSE,0,0,-1.43881475,23,1,2011,-1.191254594,0.0999712535432951,-0.334009617,-0.554516387,-1.06568822,-1.087143822
510,23-01-2011,0,0,1,8,FALSE,0,0,-1.685007456,23,1,2011,-1.575919761,0.3281563411444561,-0.334009617,-0.396157306,-0.725136946,-0.742150817
511,23-01-2011,0,0,1,9,FALSE,0,0,-1.192622044,23,1,2011,-1.575919761,-0.128213834,1.2599952476827516,-0.237798226,-0.554861308,-0.559507461
512,23-01-2011,0,0,1,10,FALSE,0,0,-0.700236631,23,1,2011,-1.191254594,-0.584584009,1.5056691932466126,0.3956380960035469,-0.001465487,0.0493037255919057
513,23-01-2011,0,0,1,11,FALSE,0,0,-0.700236631,23,1,2011,-0.806589427,-0.755722825,0.1565166226250073,2.771024302324055,0.5519303343101788,0.8813456804188696
514,23-01-2011,0,0,1,12,FALSE,0,0,-0.454043925,23,1,2011,-0.999556771,-1.098000456,2.1186215791684866,3.0877424631667894,0.8711971543214404,1.22633868607883
515,23-01-2011,0,0,1,13,FALSE,0,0,-0.700236631,23,1,2011,-1.191254594,-1.326185544,1.5056691932466126,1.187433498110383,0.5093614249753439,0.6378212058353679
516,23-01-2011,0,0,1,14,FALSE,0,0,-0.454043925,23,1,2011,-0.806589427,-1.611416903,1.2599952476827516,1.979228900217219,0.8924816089888578,1.1045764487870795
517,23-01-2011,0,0,1,15,FALSE,0,0,-0.454043925,23,1,2011,-0.806589427,-1.611416903,1.2599952476827516,1.3457925785317502,0.2752324236337521,0.4348841436824499
518,23-01-2011,0,0,1,16,FALSE,0,0,-0.454043925,23,1,2011,-0.806589427,-1.725509447,1.015142954110743,0.7123562568462813,0.1049567862944126,0.1913596690989483
519,23-01-2011,0,0,1,17,FALSE,0,0,-0.700236631,23,1,2011,-1.191254594,-1.725509447,1.5056691932466126,0.0789199351608125,-0.022749942,-0.011577393
520,23-01-2011,0,0,1,18,FALSE,0,0,-0.946429337,23,1,2011,-0.999556771,-1.49732436,0.401368916197016,0.0789199351608125,-0.15045667,-0.13333963
521,23-01-2011,0,0,1,19,FALSE,0,0,-0.946429337,23,1,2011,-0.999556771,-1.49732436,0.6470428617608774,0.0789199351608125,-0.129172215,-0.113045924
522,23-01-2011,0,0,1,20,FALSE,0,0,-1.192622044,23,1,2011,-1.191254594,-1.155046728,0.401368916197016,-0.079439145,-0.42715458,-0.417451517
523,23-01-2011,0,0,1,21,FALSE,0,0,-1.192622044,23,1,2011,-1.191254594,-1.155046728,-0.089157323,0.0789199351608125,-0.661283582,-0.62038858
524,23-01-2011,0,0,1,22,FALSE,0,0,-1.43881475,23,1,2011,-1.384221938,-1.040954184,-0.089157323,0.0789199351608125,-0.597430218,-0.559507461
525,23-01-2011,0,0,1,23,FALSE,0,0,-1.685007456,23,1,2011,-1.768887105,-0.869815369,0.1565166226250073,-0.079439145,-0.725136946,-0.701563404
526,24-01-2011,0,0,1,0,FALSE,1,0,-1.685007456,24,1,2011,-1.768887105,-0.869815369,-0.089157323,-0.712875467,-0.937981492,-0.985675291
527,24-01-2011,0,0,1,1,FALSE,1,0,-1.931200162,24,1,2011,-1.960584927,-0.641630281,-0.089157323,-0.712875467,-1.06568822,-1.107437529
528,24-01-2011,0,0,1,3,FALSE,1,0,-1.931200162,24,1,2011,-2.153552272,-0.641630281,0.401368916197016,-0.712875467,-1.06568822,-1.107437529
529,24-01-2011,0,0,1,4,FALSE,1,0,-2.177392868,24,1,2011,-1.768887105,-0.470491465,-0.579683562,-0.712875467,-1.06568822,-1.107437529
530,24-01-2011,0,0,1,5,FALSE,1,0,-2.177392868,24,1,2011,-1.768887105,-0.470491465,-0.579683562,-0.712875467,-0.980550402,-1.026262704
531,24-01-2011,0,0,1,6,FALSE,1,0,-2.177392868,24,1,2011,-1.575919761,-0.470491465,-0.946962002,-0.712875467,-0.767705855,-0.823325642
532,24-01-2011,0,0,1,7,FALSE,1,0,-2.177392868,24,1,2011,-0.999556771,-0.470491465,-1.683162187,0.0789199351608125,0.5944992436450137,0.5769400871894925
533,24-01-2011,0,0,1,8,FALSE,1,0,-1.931200162,24,1,2011,-0.806589427,-0.413445194,-1.683162187,0.2372790155821797,2.5526690730474177,2.46425476521163
534,24-01-2011,0,0,1,9,FALSE,1,0,-1.685007456,24,1,2011,-0.614891604,-0.869815369,-1.683162187,-0.079439145,0.998903882325945,0.942226799064745
535,24-01-2011,0,0,1,10,FALSE,1,0,-1.192622044,24,1,2011,-0.806589427,-0.812769097,-1.683162187,0.2372790155821797,-0.363301216,-0.315982986
536,24-01-2011,0,0,1,11,FALSE,1,0,-1.192622044,24,1,2011,-0.999556771,-0.584584009,-0.579683562,-0.237798226,-0.171741124,-0.194220749
537,24-01-2011,0,0,1,12,FALSE,1,1,-0.946429337,24,1,2011,-0.806589427,-0.812769097,-0.089157323,1.0290744176890156,0.0198189676247428,0.1507722566683647
538,24-01-2011,0,0,1,13,FALSE,1,1,-0.700236631,24,1,2011,-0.806589427,-0.755722825,0.1565166226250073,0.2372790155821797,0.0623878769595777,0.0898911380224893
539,24-01-2011,0,0,1,14,FALSE,1,1,-0.700236631,24,1,2011,-0.806589427,-0.584584009,0.1565166226250073,-0.396157306,-0.171741124,-0.214514455
540,24-01-2011,0,0,1,15,FALSE,1,0,-0.454043925,24,1,2011,-0.42192426,-0.926861641,-0.334009617,0.3956380960035469,-0.022749942,0.0290100193766139
541,24-01-2011,0,0,1,16,FALSE,1,0,-0.454043925,24,1,2011,-0.614891604,-0.527537737,0.401368916197016,-0.079439145,0.317801332968587,0.2928282001754073
542,24-01-2011,0,0,1,17,FALSE,1,0,-0.700236631,24,1,2011,-0.999556771,-0.356398922,0.401368916197016,0.2372790155821797,2.70166025571934,2.6063107087186728
543,24-01-2011,0,0,1,18,FALSE,1,0,-0.700236631,24,1,2011,-0.806589427,0.1570175254435854,-0.089157323,0.5539971764249141,1.9992732516945644,1.9772058160446269
544,24-01-2011,0,0,1,19,FALSE,1,0,-0.700236631,24,1,2011,-0.614891604,-0.128213834,-0.334009617,0.0789199351608125,1.0627572463281971,1.0234016239259125
545,24-01-2011,0,0,1,20,FALSE,1,0,-0.700236631,24,1,2011,-0.806589427,0.1570175254435854,-0.089157323,-0.554516387,0.6157836983124311,0.5160589685436172
546,24-01-2011,0,0,1,21,FALSE,1,0,-0.700236631,24,1,2011,-0.614891604,0.3852026130447464,-0.334009617,0.2372790155821797,0.0411034222921602,0.0695974318071975
547,24-01-2011,0,0,1,22,FALSE,1,1,-0.700236631,24,1,2011,-0.806589427,0.3852026130447464,0.1565166226250073,-0.237798226,-0.405870126,-0.417451517
548,24-01-2011,0,0,1,23,FALSE,1,1,-0.454043925,24,1,2011,-0.614891604,0.4422488849450366,0.401368916197016,-0.237798226,-0.639999127,-0.640682286
549,25-01-2011,0,0,1,0,FALSE,2,1,-0.454043925,25,1,2011,-0.806589427,0.7274802444464873,0.6470428617608774,-0.237798226,-0.959265947,-0.945087879
550,25-01-2011,0,0,1,1,FALSE,2,1,-0.454043925,25,1,2011,-0.42192426,0.7274802444464873,-0.334009617,-0.712875467,-0.980550402,-1.026262704
551,25-01-2011,0,0,1,2,FALSE,2,0,-0.454043925,25,1,2011,-0.614891604,0.7274802444464873,0.1565166226250073,-0.712875467,-1.044403766,-1.087143822
552,25-01-2011,0,0,1,4,FALSE,2,0,-0.700236631,25,1,2011,-0.42192426,1.0127116039479385,-0.824535856,-0.712875467,-1.06568822,-1.107437529
553,25-01-2011,0,0,1,5,FALSE,2,0,-0.700236631,25,1,2011,-0.806589427,1.0127116039479385,0.1565166226250073,-0.712875467,-0.895412583,-0.945087879
554,25-01-2011,0,0,1,6,FALSE,2,0,-0.454043925,25,1,2011,-0.230226438,1.0127116039479385,-0.824535856,-0.554516387,-0.342016762,-0.397157811
555,25-01-2011,0,0,1,7,FALSE,2,0,-0.454043925,25,1,2011,-0.614891604,1.0127116039479385,0.1565166226250073,0.0789199351608125,1.1053261556630325,1.063989036356496
556,25-01-2011,0,0,1,8,FALSE,2,1,-0.454043925,25,1,2011,-0.230226438,1.0127116039479385,-0.579683562,0.0789199351608125,3.872305262427299,3.70217084434443
557,25-01-2011,0,0,1,9,FALSE,2,1,0.0383414870177544,25,1,2011,0.3474060736784892,0.4422488849450366,-0.946962002,0.8707153372676485,1.7651442503529726,1.7945624601070007
558,25-01-2011,0,0,1,10,FALSE,2,1,0.2845341931317559,25,1,2011,0.5391038961017014,0.2140637973438756,-0.824535856,0.2372790155821797,-0.044034396,-0.011577393
559,25-01-2011,0,0,1,11,FALSE,2,1,0.5307268992457574,25,1,2011,0.5391038961017014,0.2140637973438756,-0.579683562,0.2372790155821797,0.0836723316269951,0.1101848442377811
560,25-01-2011,0,0,1,12,FALSE,2,1,0.7769196053597593,25,1,2011,1.116736407376943,-0.01412129,-0.946962002,2.612665221902688,0.7222059716495183,1.0234016239259125
561,25-01-2011,0,0,1,13,FALSE,2,1,0.7769196053597593,25,1,2011,0.9237690629509284,-0.01412129,-0.579683562,2.612665221902688,0.4455080609730916,0.7595834431271188
562,25-01-2011,0,0,1,14,FALSE,2,1,1.2693050175877625,25,1,2011,1.693099396649382,-0.641630281,-1.683162187,1.0290744176890156,0.12624124096183,0.2522407877448237
563,25-01-2011,0,0,1,15,FALSE,2,1,1.5154977237017642,25,1,2011,1.8860667410753968,-0.812769097,-1.683162187,2.612665221902688,0.2539479689663346,0.5769400871894925
564,25-01-2011,0,0,1,16,FALSE,2,1,1.5154977237017642,25,1,2011,1.8860667410753968,-0.812769097,-1.683162187,1.5041516589531174,1.0840417009956147,1.22633868607883
565,25-01-2011,0,0,1,17,FALSE,2,0,1.2693050175877625,25,1,2011,1.693099396649382,-0.641630281,-1.683162187,1.5041516589531174,3.340193895741863,3.377471544899761
566,25-01-2011,0,0,1,18,FALSE,2,1,1.2693050175877625,25,1,2011,1.50140157422617,-0.413445194,-0.946962002,0.3956380960035469,3.553038442416037,3.4383526635456367
567,25-01-2011,0,0,1,19,FALSE,2,1,0.7769196053597593,25,1,2011,0.7320712405277162,0.4992951568453269,-0.334009617,1.3457925785317502,1.7438597956855553,1.8351498725375843
568,25-01-2011,0,0,1,20,FALSE,2,0,0.5307268992457574,25,1,2011,0.3474060736784892,0.4992951568453269,-0.089157323,1.820869819795852,1.1053261556630325,1.2872198047247057
569,25-01-2011,0,0,1,21,FALSE,2,0,0.5307268992457574,25,1,2011,0.3474060736784892,0.4992951568453269,-0.089157323,0.0789199351608125,-0.235594488,-0.214514455
570,25-01-2011,0,0,1,22,FALSE,2,0,0.2845341931317559,25,1,2011,0.3474060736784892,0.4422488849450366,-0.334009617,-0.079439145,-0.044034396,-0.052164805
571,25-01-2011,0,0,1,23,FALSE,2,1,0.2845341931317559,25,1,2011,0.3474060736784892,0.4422488849450366,-0.334009617,-0.237798226,-0.299447852,-0.315982986
572,26-01-2011,0,0,1,0,FALSE,3,1,0.2845341931317559,26,1,2011,0.3474060736784892,0.7274802444464873,-0.579683562,-0.237798226,-0.78899031,-0.782738229
573,26-01-2011,0,0,1,1,FALSE,3,1,0.5307268992457574,26,1,2011,0.5391038961017014,0.4992951568453269,-0.579683562,-0.712875467,-0.980550402,-1.026262704
574,26-01-2011,0,0,1,2,FALSE,3,2,0.2845341931317559,26,1,2011,0.3474060736784892,0.7274802444464873,-0.089157323,-0.237798226,-0.937981492,-0.924794173
575,26-01-2011,0,0,1,5,FALSE,3,2,0.0383414870177544,26,1,2011,-0.230226438,1.697266866751421,0.6470428617608774,-0.712875467,-1.06568822,-1.107437529
576,26-01-2011,0,0,1,6,FALSE,3,2,0.0383414870177544,26,1,2011,-0.230226438,1.697266866751421,0.6470428617608774,-0.712875467,-0.916697038,-0.965381585
577,26-01-2011,0,0,1,7,FALSE,3,2,0.2845341931317559,26,1,2011,0.1544387292524745,1.7543131386517112,0.7694690085468815,-0.554516387,-0.46972349,-0.518920048
578,26-01-2011,0,0,1,8,FALSE,3,2,0.2845341931317559,26,1,2011,0.1544387292524745,1.7543131386517112,0.7694690085468815,-0.237798226,0.3816546969708393,0.3334156126059909
579,26-01-2011,0,0,1,9,FALSE,3,2,0.2845341931317559,26,1,2011,0.1544387292524745,1.7543131386517112,0.7694690085468815,-0.237798226,0.0836723316269951,0.0493037255919057
580,26-01-2011,0,0,1,10,FALSE,3,2,0.2845341931317559,26,1,2011,0.1544387292524745,2.0965907700534525,0.6470428617608774,-0.396157306,-0.533576854,-0.559507461
581,26-01-2011,0,0,1,11,FALSE,3,2,0.2845341931317559,26,1,2011,-0.037259093,2.0965907700534525,1.015142954110743,0.2372790155821797,-0.342016762,-0.29568928
582,26-01-2011,0,0,1,12,FALSE,3,2,0.2845341931317559,26,1,2011,-0.037259093,2.0965907700534525,1.015142954110743,0.3956380960035469,-0.214310034,-0.153633337
583,26-01-2011,0,0,1,13,FALSE,3,2,0.2845341931317559,26,1,2011,-0.037259093,2.0965907700534525,1.015142954110743,-0.079439145,-0.171741124,-0.173927043
584,26-01-2011,0,0,1,14,FALSE,3,2,0.2845341931317559,26,1,2011,-0.037259093,2.0965907700534525,1.2599952476827516,-0.712875467,-0.320732307,-0.397157811
585,26-01-2011,0,0,1,15,FALSE,3,2,0.2845341931317559,26,1,2011,-0.230226438,2.0965907700534525,2.1186215791684866,-0.554516387,-0.193025579,-0.255101868
586,26-01-2011,0,0,1,16,FALSE,3,3,0.2845341931317559,26,1,2011,-0.037259093,2.0965907700534525,1.015142954110743,-0.554516387,-0.342016762,-0.397157811
587,26-01-2011,0,0,1,17,FALSE,3,2,0.0383414870177544,26,1,2011,-0.230226438,2.0965907700534525,1.2599952476827516,-0.712875467,-0.533576854,-0.600094873
588,27-01-2011,0,0,1,16,FALSE,4,0,0.2845341931317559,27,1,2011,0.3474060736784892,-0.071167562,-0.089157323,-0.554516387,-0.597430218,-0.640682286
589,27-01-2011,0,0,1,17,FALSE,4,0,0.2845341931317559,27,1,2011,0.5391038961017014,-0.071167562,-0.824535856,-0.396157306,0.658352607647266,0.5769400871894925
590,27-01-2011,0,0,1,18,FALSE,4,0,0.0383414870177544,27,1,2011,0.3474060736784892,0.7274802444464873,-0.946962002,-0.237798226,1.0627572463281971,0.9828142114953284
591,27-01-2011,0,0,1,19,FALSE,4,0,0.0383414870177544,27,1,2011,0.3474060736784892,0.7274802444464873,-0.946962002,-0.237798226,0.5306458796427613,0.4754715561130335
592,27-01-2011,0,0,1,20,FALSE,4,0,-0.207851219,27,1,2011,0.1544387292524745,1.0127116039479385,-0.946962002,-0.079439145,0.0836723316269951,0.0695974318071975
593,27-01-2011,0,0,1,21,FALSE,4,0,-0.207851219,27,1,2011,0.1544387292524745,1.0127116039479385,-0.946962002,-0.396157306,-0.320732307,-0.356570399
594,27-01-2011,0,0,1,22,FALSE,4,0,-0.207851219,27,1,2011,0.1544387292524745,1.0127116039479385,-0.946962002,-0.712875467,-0.512292399,-0.579801167
595,27-01-2011,0,0,1,23,FALSE,4,0,-0.207851219,27,1,2011,-0.037259093,1.35498923534968,-0.334009617,-0.712875467,-0.7464214,-0.803031935
596,28-01-2011,0,0,1,0,FALSE,5,1,0.0383414870177544,28,1,2011,0.1544387292524745,1.069757875848229,-0.579683562,-0.712875467,-0.895412583,-0.945087879
597,28-01-2011,0,0,1,1,FALSE,5,1,0.0383414870177544,28,1,2011,0.1544387292524745,1.069757875848229,-0.579683562,-0.554516387,-1.044403766,-1.066850116
598,28-01-2011,0,0,1,2,FALSE,5,1,0.0383414870177544,28,1,2011,0.1544387292524745,1.069757875848229,-0.334009617,-0.712875467,-1.044403766,-1.087143822
599,28-01-2011,0,0,1,3,FALSE,5,1,0.0383414870177544,28,1,2011,0.3474060736784892,1.069757875848229,-0.824535856,-0.554516387,-1.086972675,-1.107437529
600,28-01-2011,0,0,1,5,FALSE,5,1,-0.207851219,28,1,2011,0.1544387292524745,1.35498923534968,-0.824535856,-0.712875467,-1.001834856,-1.04655641
601,28-01-2011,0,0,1,6,FALSE,5,1,-0.207851219,28,1,2011,-0.037259093,1.35498923534968,-0.579683562,-0.712875467,-0.7464214,-0.803031935
602,28-01-2011,0,0,1,7,FALSE,5,1,-0.454043925,28,1,2011,-0.037259093,1.697266866751421,-0.946962002,-0.396157306,0.1475256956292474,0.0898911380224893
603,28-01-2011,0,0,1,8,FALSE,5,1,-0.454043925,28,1,2011,-0.037259093,1.697266866751421,-0.946962002,-0.396157306,2.212117798368739,2.058380640905794
604,28-01-2011,0,0,1,9,FALSE,5,2,-0.207851219,28,1,2011,0.1544387292524745,1.697266866751421,-0.946962002,0.2372790155821797,0.9350505183236928,0.9219330928494532
605,28-01-2011,0,0,1,10,FALSE,5,2,-0.207851219,28,1,2011,0.1544387292524745,1.697266866751421,-0.824535856,-0.712875467,-0.044034396,-0.13333963
606,28-01-2011,0,0,1,11,FALSE,5,2,-0.207851219,28,1,2011,0.1544387292524745,2.0965907700534525,-0.824535856,-0.712875467,-0.448439035,-0.518920048
607,28-01-2011,0,0,1,12,FALSE,5,2,-0.207851219,28,1,2011,0.1544387292524745,2.0965907700534525,-0.824535856,-0.554516387,-0.491007944,-0.539213755
608,28-01-2011,0,0,1,13,FALSE,5,2,-0.207851219,28,1,2011,0.1544387292524745,2.0965907700534525,-0.824535856,-0.712875467,-0.42715458,-0.498626342
609,28-01-2011,0,0,1,14,FALSE,5,2,0.2845341931317559,28,1,2011,0.9237690629509284,1.35498923534968,-1.683162187,-0.396157306,-0.320732307,-0.356570399
610,28-01-2011,0,0,1,15,FALSE,5,1,0.0383414870177544,28,1,2011,0.7320712405277162,1.697266866751421,-1.683162187,-0.554516387,-0.235594488,-0.29568928
